"externalId"||`||"classificationOfInstructionalProgramCode"||`||"courseNumber"||`||"courseTitle"||`||"departmentExternalId"||`||"institutionExternalId"||`||"facilityExternalId"||`||"description"
"ANTH189S PO"||`||"45.0201"||`||"ANTH189S PO"||`||"Language and Power (CP)"||`||"PANT"||`||"PO"||`||"PO"||`||"In this course we will interrogate how language is used to impose, maintain, and subvert relations of power. Students will be introduced to fundamental sociolinguistic concepts, such as linguistic prescriptivism, standard language ideology, and critical discourse analysis. We will also examine the role of language in current debates surrounding race, gender, bilingual education, and immigration. This course is part of the Claremont Colleges' Inside-Out program and takes place at California Rehabilitation Center, a level II men's prison in Norco. Students will need an additional hour of time before and after our scheduled slot to allow for transportation to and from the prison. "
"ANTH191  PO"||`||""||`||"ANTH191  PO"||`||"Senior Thesis"||`||"PANT"||`||"PO"||`||"PO"||`||"May be taken for half-course in both semesters of the last year or as full course in either semester of the senior year."
"ANTH191  SC"||`||"45.0201"||`||"ANTH191  SC"||`||"Senior Thesis"||`||"SANT"||`||"SC"||`||"SC"||`||"||``||||``||"
"ANTH192  PO"||`||""||`||"ANTH192  PO"||`||"Senior Project"||`||"PANT"||`||"PO"||`||"PO"||`||"Senior Project. Course or half-course. May be taken for half-course in both semesters of the last year or as full course in either semester of the senior year."
"ARBC002  CM"||`||""||`||"ARBC002  CM"||`||"Continuing Introductory Arabic"||`||"MMOD"||`||"CM"||`||"CM"||`||"Continuing Introductory Arabic is designed for students who have completed Introductory Arabic or have equivalent proficiency. The course aims to continue building all language skills, including an emphasis on vocabulary, and to further provide understanding of more complex grammatical and morphological language structures. The course emphasizes grammatical analysis, reading longer and more varied texts; and continued practice with speaking and writing. The course will be taught in Arabic. Prerequisite: Arabic 1 or permission of the instructor. Offered every spring semester. Letter grade only.||``||"
"ARBC012  CM"||`||""||`||"ARBC012  CM"||`||"Intro Arabic Conversation II"||`||"MMOD"||`||"CM"||`||"CM"||`||"This optional course strengthens the spoken conversation and listening comprehension skills learned in  ARBC002  CM - Continuing Introductory Arabic. The course is taken concurrently with ARBC 002  CM. The goal of this conversation course is to enable students to converse in Arabic, to initiate social interactions, exchange basic information, and engage in social and cultural communications. Students will learn how to speak in simple sentences about self, family, and friends with speakers of Arabic. It also aims to promote confidence to ask, and answer questions with ease, and to effectively communicate their ideas using the Arabic language with ease. The course will enable the students to articulate numerals, days of the week, months of the year, to tell time, and to understand and make simple commands easily and fluently. Non-credit. High-Pass/Pass/No-Pass grading only."
"ARBC014  CM"||`||""||`||"ARBC014  CM"||`||"Interm Conversation Arabic II"||`||"MMOD"||`||"CM"||`||"CM"||`||"This optional course strengthens the spoken conversation and listening comprehension skills learned in  ARBC044  CM - Continuing Intermediate Arabic. The course is taken concurrently with ARBC 044  CM. The goal of this conversation course is to enable students to converse at a more advanced level in Arabic, to initiate social interactions, exchange information, and engage in more complex social and cultural communications. Students will learn how to speak about self, family, and friends with speakers of Arabic. Students will learn how to ask and answer questions with ease, and to effectively communicate their ideas using the Arabic language. Classroom discussions will include topics such as politics, marriage, the role of women in Arab society, poverty, and social justice. Non-credit,  accompanies ARBC 044  CM. High-Pass/Pass/No-Pass grading only.||``||"
"ARBC044  CM"||`||""||`||"ARBC044  CM"||`||"Continuing Intermediate Arabic"||`||"MMOD"||`||"CM"||`||"CM"||`||"Continuing Intermediate Arabic is a continuation of Intermediate Arabic. It is designed for students who have completed one year (two semesters) of Introductory Arabic and one semester of Intermediate Arabic at CMC or have equivalent proficiency. The course will continue to reinforce the four basic skills: comprehension, speaking, reading, and writing. The course will emphasize further understanding of the complex grammatical and morphological systems of the Arabic language, providing||``||intensive grammatical analysis through reading from a wider variety of longer texts. The course will be taught in Arabic. Prerequisite: Arabic 33 or permission of the instructor. Offered every spring semester. Letter grade only.||``||"
"ARBC148  CM"||`||""||`||"ARBC148  CM"||`||"Special Topics: Arabic Lit/Cult"||`||"MMOD"||`||"CM"||`||"CM"||`||"The topic for spring 2023 is 'Writings of Arab Women'||``||||``||Explores topics and themes in Arabic culture, media studies, and literature. May be repeated for credit as the topic varies. This course examines the writings of Arab women in modern and contemporary times.  We will read and analyze modern novels, fictions, short stories, poetry, autobiographies, and critical thought from diverse countries in the Middle East and North Africa. Students will cultivate a critical understanding of the social, cultural, political and religious contexts of these writings. Class discussion will explore some of today's most contested issues and concerns raised by Arab women writers in different historical moments and contexts, such as cultural identity, nationalism, modernity, women's rights, and sexuality.  The reading list includes Hanan El-Shaykh, Emilie Nasrallah, Nawal El-Saadawi, Salma Jayyusi, Ghada Samman, Fatima Mernissi, Assia Djebbar, Ahlam Mosteghanemi, and others.  Prerequisite: ARBC044 CM or equivalent, or permission of instructor.||``||||``||"
"ARCN144  SC"||`||"50.0703"||`||"ARCN144  SC"||`||"Digital Preservation of Art"||`||"SACN"||`||"SC"||`||"SC"||`||"How is permanence practiced today? Digital preservation is an increasingly important part of how we experience art, save cultural heritage and create legacy, raising questions of authenticity and ownership, triage and ethics. In this hands-on course, participants will use state-of-the-art toolssuch as 3D capture and multispectral imagingto analyze, back-up, and increase access to 100 important works of art at the five colleges."
"ARCN191  SC"||`||"50.0703"||`||"ARCN191  SC"||`||"Sr Thesis: Art Conservation"||`||"SACN"||`||"SC"||`||"SC"||`||"191. Senior Thesis.||``||Senior Thesis in art conservation. Staff.||``||"
"ARHI001B PO"||`||""||`||"ARHI001B PO"||`||"Intro to Art Hist: c. 1400-pres"||`||"PARH"||`||"PO"||`||"PO"||`||" A critical introduction to the discipline through a chronological survey of a selection of works from Africa, the Americas, Asia and Europe from the fifteenth century to the present. Asks how visual cultures of the past relate to those of the present. Previously offered as ARHI051C PO."
"ARHI120  PO"||`||""||`||"ARHI120  PO"||`||"Islamic Art and Architecture"||`||"PARH"||`||"PO"||`||"PO"||`||"An introduction to the art and architecture of the Islamic lands, beginning with the early years of Islam and moving chronologically to the contemporary period. The course focuses on key objects and monuments from regions including Islamic Spain, North Africa, the eastern Mediterranean, Iran, Central Asia, and South Asia. Examines a range of examples to discuss interpretive issues related to production, reception, and meaning. Explores the history of Islamic art and also considers contemporary global issues from an art historical perspective."
"ARHI132  PO"||`||""||`||"ARHI132  PO"||`||"Latin American Art, 1500-1800"||`||"PARH"||`||"PO"||`||"PO"||`||"Focusing on cultural production in urban centers of Latin America-- Mexico City, Cuzco, Lima, Quito, Potosi, and others - we will consider the emergence of distinctive local forms of art and architecture during the centuries of European rule. Fundamental questions about the role of pre-contact artistic traditions and their survival will be discussed as will be the motivating force of proselytizing among Catholic fraternal orders. Direct engagement with paintings, sculptures, maps, and manuscripts will help develop facility in writing and speaking about art objects. "
"ARHI134  PO"||`||""||`||"ARHI134  PO"||`||"Latin American Avant-Gardes"||`||"PARH"||`||"PO"||`||"PO"||`||"This course examines avant-garde movements in Latin America during the twentieth century. Focus will be given to the vanguard movements of Muralism and Estridentismo (Mexico), Grupo dos Cinco (Brazil), Creacionismo (Chile), Indigenismo (Peru), and Ultraismo (Argentina) in the early part of the century, and to the second-generation of neo avant-gardes of the 1950s to the 1970s. We will explore how and why avant-garde artists engaged with nation-building programs, valorized Amerindian and Afro-descendent cultures, and challenged colonial notions of race and gender. We will also discuss historical and contemporary debates about the political and social role of the avant-garde, especially artists' ties to their literary counterparts and to political radicals. We will investigate works in a range of artistic media (painting, sculpture, printmaking, photography, conceptual, installation, and performance art) alongside artist statements, manifestos, and classic theories of the avant-garde."
"ARHI136  JT"||`||""||`||"ARHI136  JT"||`||"North American Borderlands"||`||"SARH"||`||"SC"||`||"SC"||`||"This course introduces students to art of North American borderlands from the nineteenth century to the present. Students will explore how the borders between Mexico, United States, and Canada have been represented in painting, sculpture, and photography, as well as in works of conceptual, performance, social practice, material culture, and activist art. Central to this course are issues of indigeneity, race, class, gender, and migration, as well the contested ground of Chicanx and Latinx identities. North American borderlands will also be a starting point for global and comparative analysis of transnational art histories."
"ARHI141A PO"||`||""||`||"ARHI141A PO"||`||"(Re)present Africa:Art,Hist,Film"||`||"PARH"||`||"PO"||`||"PO"||`||"Seminar centers on independent African films to examine (re)presentations of the people, arts, cultures and socio-political histories of Africa and its Diaspora. Course critically examines the cinematic themes, aesthetics, styles and schools of post-independence African and African Diasporic filmmakers. Letter grade only."
"ARHI151  SC"||`||""||`||"ARHI151  SC"||`||"The Arts of Japan"||`||"SARH"||`||"SC"||`||"SC"||`||"The development of Japanese art and civilization from prehistoric through the Meiji periods. Major art forms will be examined in their cultural contexts. "
"ARHI177  SC"||`||""||`||"ARHI177  SC"||`||"Dada and Surrealism"||`||"SARH"||`||"SC"||`||"SC"||`||"Politically subversive and aesthetically explosive, Dada and Surrealism each set out to revolutionize Western culture and succeeded in transforming the world of art. Working in painting, sculpture, performance, still photography, motion pictures, literature, and readymades, the Dadaists and Surrealists redefined these mediums while also pioneering tactics of abstraction, automatism, and montage that remain vital, relevant, and widespread. This seminar considers the history of the two movements, beginning with Dada's emergence in New York and Zurich in the mid 1910s and that of Surrealism in 1920s Paris, and addresses their ongoing impact around the world.   "
